id,carat,cut,color,clarity,depth,table,price,x,y,z
26325,1.01,Very Good,G,VS1,62.7,56.0,6326,6.36,6.46,4.02
26326,0.3,Good,E,VVS1,63.5,57.0,775,4.23,4.27,2.7
26327,2.0,Very Good,J,SI2,62.1,63.0,8870,7.96,7.85,4.91
26328,1.05,Ideal,H,SI1,61.4,57.0,5095,6.49,6.54,4.0
26329,0.31,Ideal,F,VS2,62.6,55.0,802,4.33,4.29,2.7
26330,0.53,Premium,E,SI1,61.9,56.0,1607,5.22,5.19,3.22
26331,0.33,Premium,G,VVS1,60.9,58.0,1114,4.47,4.43,2.71
26332,0.9,Premium,I,VS2,62.4,58.0,3539,6.16,6.22,3.86
26333,1.15,Ideal,I,SI1,61.8,55.0,6300,6.73,6.76,4.17
26334,0.3,Premium,D,SI1,62.3,59.0,709,4.25,4.22,2.64
26335,1.37,Ideal,I,VS2,61.5,55.0,7346,7.18,7.2,4.42
26336,0.31,Premium,I,VS2,60.7,61.0,558,4.34,4.32,2.63
26337,0.52,Premium,G,VS1,61.2,60.0,1815,5.19,5.13,3.16
26338,1.5,Premium,E,VS1,60.1,60.0,13513,7.42,7.48,4.48
26339,0.3,Ideal,F,IF,62.1,55.0,886,4.31,4.35,2.69
26340,0.74,Very Good,F,SI2,59.6,60.0,2298,5.85,6.0,3.53
26341,1.2,Ideal,E,SI2,62.5,55.0,5964,6.77,6.84,4.25
26342,1.51,Very Good,H,VS2,60.9,57.0,11068,7.39,7.43,4.51
26343,0.4,Ideal,J,VS1,61.3,56.0,606,4.77,4.79,2.93
26344,0.7,Premium,E,SI2,61.8,59.0,2159,5.69,5.76,3.54
26345,0.3,Good,D,SI1,63.2,56.0,552,4.24,4.27,2.69
26346,1.59,Ideal,I,VS1,61.2,58.0,11119,7.52,7.5,4.6
26347,2.13,Premium,I,SI1,62.5,60.0,13370,8.18,8.13,5.1
26348,0.41,Premium,D,SI2,59.9,60.0,795,4.8,4.78,2.87
26349,1.01,Good,D,SI1,58.4,62.0,5700,6.48,6.5,3.79
26350,0.23,Very Good,E,VVS1,61.2,57.0,478,3.96,3.98,2.43
26351,0.9,Ideal,D,SI2,60.8,56.0,4167,6.26,6.24,3.8
26352,0.93,Good,G,SI1,63.8,58.0,4452,6.09,6.14,3.9
26353,0.52,Premium,D,VS2,62.4,58.0,1842,5.13,5.09,3.19
26354,1.03,Premium,D,SI2,62.3,58.0,3675,6.5,6.4,4.03
26355,0.42,Ideal,D,SI1,62.0,55.0,1040,4.84,4.83,3.0
26356,2.02,Premium,I,SI1,62.1,58.0,11119,8.1,8.04,5.01
26357,0.53,Ideal,F,VS2,62.3,55.0,1683,5.2,5.17,3.23
26358,1.04,Premium,D,VS1,60.5,59.0,8532,6.62,6.58,3.99
26359,0.7,Premium,F,SI1,61.6,60.0,2470,5.68,5.72,3.51
26360,1.06,Very Good,E,IF,62.7,58.0,11518,6.48,6.54,4.08
26361,0.91,Very Good,E,SI2,58.5,60.0,3438,6.31,6.34,3.7
26362,0.88,Good,I,SI1,60.2,64.0,2581,6.22,6.18,3.73
26363,0.4,Very Good,E,SI1,63.2,56.0,882,4.74,4.69,2.98
26364,0.52,Premium,G,SI2,58.8,62.0,1196,5.31,5.3,3.12
26365,0.34,Ideal,E,VS1,60.8,57.0,805,4.49,4.53,2.74
26366,1.23,Premium,F,VS2,59.6,58.0,9016,7.02,6.94,4.16
26367,1.24,Very Good,F,VVS2,63.6,56.0,11268,6.75,6.8,4.31
26368,0.71,Good,G,VS2,63.5,59.0,2029,5.63,5.67,3.59
26369,0.31,Premium,J,SI1,59.4,62.0,453,4.43,4.39,2.62
26370,1.0,Premium,H,SI1,62.4,59.0,4816,6.42,6.37,3.99
26371,0.31,Ideal,F,VS2,62.9,56.0,802,4.32,4.3,2.71
26372,1.01,Very Good,H,SI1,63.3,57.0,4707,6.41,6.36,4.04
26373,0.4,Ideal,G,SI2,62.4,56.0,573,4.71,4.75,2.95
26374,1.51,Very Good,G,VS1,63.1,55.0,12603,7.34,7.3,4.62
26375,0.3,Ideal,E,VS2,61.8,56.0,844,4.32,4.29,2.66
26376,1.0,Very Good,D,SI2,59.4,60.0,4543,6.48,6.56,3.87
26377,0.3,Ideal,G,VS1,62.0,54.0,776,4.35,4.3,2.68
26378,0.82,Premium,I,VS1,61.9,58.0,2853,5.99,5.97,3.7
26379,0.5,Premium,G,VVS2,62.1,61.0,1806,5.1,5.07,3.16
26380,1.06,Premium,E,SI1,60.8,58.0,5485,6.59,6.54,3.99
26381,1.06,Premium,G,VS2,60.4,58.0,6296,6.64,6.68,4.02
26382,0.75,Premium,E,SI1,59.9,54.0,2760,6.0,5.96,3.58
26383,0.5,Ideal,F,SI2,61.6,54.0,1079,5.09,5.14,3.15
26384,0.32,Ideal,F,VS2,62.4,55.0,645,4.41,4.43,2.76
26385,1.04,Ideal,G,SI2,60.7,57.0,4375,6.51,6.61,3.98
26386,0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54
26387,0.56,Premium,F,VS2,59.6,58.0,1778,5.36,5.34,3.19
26388,0.7,Ideal,G,SI2,62.6,56.0,2268,5.69,5.66,3.55
26389,1.01,Premium,G,SI2,62.1,61.0,4038,6.38,6.27,3.93
26390,0.73,Ideal,D,VS2,62.3,54.0,3673,5.77,5.8,3.6
26391,0.43,Ideal,D,VS2,61.8,56.0,1056,4.81,4.83,2.98
26392,0.9,Good,H,SI2,63.4,60.0,3160,6.03,6.08,3.84
26393,0.31,Ideal,E,SI2,61.7,56.0,558,4.4,4.35,2.7
26394,0.32,Ideal,G,VS1,61.6,57.0,828,4.42,4.38,2.71
26395,0.52,Very Good,H,VVS1,63.9,59.0,1664,5.08,5.1,3.25
26396,1.25,Ideal,H,SI2,61.2,57.0,5810,6.93,6.89,4.23
26397,0.56,Very Good,F,VS1,58.2,60.0,1915,5.38,5.41,3.14
26398,0.56,Fair,E,SI1,64.5,61.0,1358,5.22,5.09,3.33
26399,0.42,Ideal,G,VS2,61.6,56.0,847,4.82,4.83,2.97
26400,0.25,Ideal,D,SI1,61.5,55.0,452,4.09,4.14,2.52
26401,1.02,Premium,H,VS2,60.4,59.0,5008,6.52,6.55,3.95
26402,0.31,Ideal,D,VS2,62.2,56.0,734,4.32,4.36,2.7
26403,0.74,Premium,F,SI2,61.4,57.0,2328,5.82,5.8,3.57
26404,0.74,Premium,F,VS2,62.3,58.0,2560,5.77,5.72,3.58
26405,0.31,Good,G,SI1,63.6,57.0,462,4.29,4.33,2.74
26406,0.71,Premium,I,VVS1,63.0,58.0,2572,5.68,5.66,3.57
26407,0.32,Ideal,G,IF,60.9,57.0,918,4.41,4.46,2.7
26408,0.32,Very Good,I,SI1,59.9,61.0,421,4.44,4.47,2.67
26409,0.3,Very Good,E,VS2,60.7,63.0,612,4.32,4.35,2.63
26410,0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64
26411,1.07,Premium,H,VS2,62.1,59.0,5327,6.52,6.56,4.06
26412,1.58,Premium,H,SI1,61.5,59.0,10738,7.47,7.45,4.59
26413,0.32,Premium,D,VS2,62.9,59.0,842,4.39,4.36,2.75
26414,2.02,Ideal,J,VS1,61.9,58.0,15231,8.06,8.1,5.0
26415,0.51,Ideal,G,IF,62.4,54.0,2096,5.12,5.17,3.21
26416,0.9,Fair,E,VVS2,58.1,59.0,5551,6.21,6.26,3.62
26417,0.39,Ideal,I,IF,62.3,54.0,895,4.69,4.71,2.93
26418,1.2,Ideal,H,VS2,62.4,56.6,7235,6.74,6.8,4.22
26419,1.5,Good,I,VVS2,65.4,59.0,8732,7.09,7.14,4.65
26420,0.4,Premium,F,VS2,61.6,58.0,1080,4.8,4.75,2.94
26421,0.36,Premium,D,SI2,60.9,58.0,689,4.63,4.6,2.81
26422,0.61,Very Good,E,SI1,63.9,54.0,2179,5.38,5.42,3.45
26423,0.3,Ideal,E,VVS1,62.6,54.0,826,4.28,4.31,2.69
26424,2.04,Good,H,SI1,58.4,60.0,18026,8.31,8.36,4.87
26425,0.53,Ideal,D,VS2,60.9,57.0,1783,5.17,5.24,3.17
26426,1.04,Ideal,E,SI1,62.0,57.0,4530,6.47,6.5,4.02
26427,1.03,Ideal,H,VS2,62.3,56.0,5364,6.46,6.44,4.02
26428,2.52,Ideal,I,SI1,61.5,56.0,17231,8.76,8.69,5.37
26429,0.77,Ideal,F,VS1,61.9,54.0,3750,5.91,5.94,3.66
26430,0.73,Ideal,E,SI1,62.2,56.0,3038,5.76,5.79,3.59
26431,0.4,Very Good,G,SI2,62.9,57.0,630,4.68,4.7,2.95
26432,1.51,Very Good,E,SI2,63.3,58.0,7737,7.19,7.16,4.54
26433,0.4,Premium,F,SI2,62.6,60.0,631,4.65,4.68,2.92
26434,0.5,Premium,G,VS1,62.5,60.0,1624,5.06,5.08,3.17
26435,0.73,Ideal,E,SI2,62.1,56.0,2467,5.74,5.79,3.58
26436,1.57,Very Good,J,VS2,62.6,60.0,7813,7.34,7.41,4.62
26437,0.73,Ideal,I,VS2,62.2,54.0,2335,5.76,5.78,3.59
26438,1.0,Ideal,H,SI2,61.4,56.0,4312,6.46,6.41,3.95
26439,1.11,Premium,H,I1,61.0,59.0,3205,6.61,6.67,4.05
26440,0.37,Ideal,F,VS2,61.4,56.0,957,4.63,4.59,2.83
26441,1.32,Premium,H,SI2,59.4,54.0,4879,7.21,7.09,4.25
26442,0.4,Good,I,SI1,63.9,57.0,765,4.7,4.66,2.99
26443,0.7,Very Good,F,VS2,62.8,57.0,2744,5.64,5.69,3.56
26444,0.9,Very Good,E,SI2,60.7,61.0,3139,6.16,6.22,3.76
26445,0.34,Ideal,D,VS1,62.6,56.0,961,4.52,4.49,2.82
26446,0.35,Ideal,E,VVS1,61.3,56.0,916,4.52,4.55,2.78
26447,1.01,Good,E,VS2,63.3,58.0,6399,6.35,6.38,4.03
26448,1.51,Ideal,I,VS2,60.6,56.0,9442,7.44,7.47,4.52
26449,0.67,Good,G,VS2,57.5,60.1,2131,5.78,5.83,3.34
26450,0.27,Ideal,F,VVS1,62.5,56.0,760,4.1,4.14,2.57
26451,0.5,Premium,E,SI2,61.0,62.0,1097,5.13,5.09,3.12
26452,1.21,Premium,J,VS1,60.0,60.0,5489,6.95,6.88,4.15
26453,0.51,Very Good,E,SI1,61.4,58.0,1284,5.09,5.14,3.14
26454,0.34,Ideal,H,VS2,62.6,54.0,689,4.5,4.45,2.8
26455,0.3,Very Good,E,VVS1,62.6,56.0,862,4.26,4.27,2.67
26456,1.77,Premium,I,VS1,62.2,58.0,13085,7.76,7.68,4.8
26457,0.54,Ideal,E,VS2,62.4,56.0,1765,5.23,5.19,3.25
26458,1.33,Premium,I,VS2,62.5,61.0,6316,7.02,6.99,4.38
26459,0.31,Very Good,E,VVS2,64.2,55.0,721,4.24,4.3,2.74
26460,0.74,Very Good,E,SI2,61.8,60.0,2391,5.78,5.8,3.58
26461,0.31,Premium,E,VS2,60.0,59.0,872,4.39,4.35,2.62
26462,0.53,Ideal,F,VVS2,62.2,54.0,2290,5.22,5.19,3.24
26463,0.32,Ideal,F,VS2,61.4,55.0,781,4.42,4.44,2.72
26464,0.32,Good,F,SI1,61.6,60.1,528,4.38,4.4,2.71
26465,1.01,Ideal,G,VVS2,60.6,57.0,7366,6.54,6.5,3.95
26466,0.35,Ideal,D,VS2,61.6,56.0,829,4.53,4.56,2.8
26467,0.77,Premium,F,VS2,62.4,59.0,3018,5.85,5.81,3.64
26468,2.27,Ideal,I,SI2,60.5,55.0,12939,8.63,8.53,5.19
26469,0.7,Premium,G,SI2,58.0,60.0,2268,5.91,5.88,3.42
26470,1.51,Premium,F,SI1,62.8,59.0,11666,7.31,7.28,4.58
26471,1.01,Ideal,H,VS2,62.7,56.0,5166,6.35,6.4,4.0
26472,1.5,Very Good,I,VS2,58.2,60.0,9118,7.5,7.58,4.39
26473,1.13,Premium,F,VS2,59.8,61.0,6822,6.81,6.76,4.06
26474,1.02,Premium,F,VS2,62.7,59.0,6220,6.41,6.44,4.03
26475,0.32,Very Good,F,VS1,61.3,55.0,696,4.41,4.44,2.71
26476,0.3,Very Good,F,VVS2,62.4,57.0,694,4.25,4.27,2.66
26477,0.54,Ideal,G,VVS1,62.0,57.0,2030,5.25,5.21,3.24
26478,0.31,Ideal,H,VVS2,61.5,56.0,625,4.35,4.37,2.68
26479,2.32,Premium,I,SI2,62.1,58.0,10913,8.47,8.43,5.25
26480,0.32,Premium,G,VS2,61.2,59.0,561,4.38,4.41,2.69
26481,0.35,Ideal,F,VS1,62.4,55.0,665,4.49,4.52,2.81
26482,0.41,Very Good,E,VVS1,62.9,58.0,1249,4.72,4.75,2.98
26483,1.01,Very Good,I,SI1,62.9,58.0,4166,6.34,6.37,4.0
26484,0.4,Ideal,H,VS2,61.4,57.0,926,4.72,4.79,2.92
26485,2.02,Premium,F,SI2,61.3,59.0,18274,8.15,8.11,4.98
26486,0.31,Ideal,G,IF,61.9,56.0,924,4.36,4.39,2.71
26487,0.51,Ideal,D,VS1,60.7,57.0,1826,5.18,5.23,3.16
26488,0.3,Good,J,VS1,63.4,55.0,394,4.25,4.3,2.71
26489,0.61,Ideal,J,VVS1,60.9,56.0,1692,5.45,5.51,3.34
26490,1.0,Very Good,F,VVS2,61.1,55.0,8227,6.49,6.51,3.97
26491,1.01,Very Good,E,SI2,62.4,58.0,4355,6.36,6.42,3.99
26492,0.32,Premium,D,VS2,61.7,59.0,972,4.43,4.38,2.72
26493,0.6,Very Good,H,VS1,60.2,60.0,1679,5.45,5.48,3.29
26494,1.21,Premium,G,SI2,59.1,55.0,5184,7.04,6.98,4.14
26495,0.46,Ideal,G,VVS2,62.4,54.4,1306,4.93,4.98,3.09
26496,0.9,Premium,I,VVS2,60.9,59.0,3730,6.25,6.22,3.8
26497,0.71,Good,E,SI2,64.0,56.0,1816,5.68,5.61,3.62
26498,0.5,Premium,E,VS2,61.8,58.0,1624,5.07,5.09,3.14
26499,0.32,Ideal,E,VVS2,61.9,54.0,843,4.41,4.44,2.74
26500,0.51,Ideal,E,VS2,61.6,56.3,1656,5.14,5.15,3.16
26501,1.03,Ideal,I,VS1,61.3,53.0,5181,6.54,6.57,4.01
26502,0.82,Ideal,F,SI2,62.3,56.0,2867,6.02,5.96,3.73
26503,1.35,Ideal,G,VS1,60.9,54.0,10471,7.18,7.15,4.36
26504,0.58,Ideal,D,SI2,61.2,57.0,1436,5.38,5.41,3.3
26505,0.34,Ideal,G,VS2,62.5,57.0,596,4.46,4.5,2.8
26506,0.67,Good,F,VS2,58.7,61.5,2309,5.67,5.79,3.37
26507,0.54,Premium,F,IF,61.9,60.0,2391,5.26,5.21,3.24
26508,0.48,Fair,G,VVS2,65.0,54.0,1367,4.95,4.9,3.2
26509,0.58,Ideal,E,VS2,61.9,56.0,1984,5.38,5.35,3.32
26510,0.72,Premium,J,SI1,62.0,58.0,1879,5.77,5.74,3.57
26511,0.31,Ideal,E,VVS2,61.2,56.0,979,4.37,4.39,2.68
26512,0.55,Ideal,E,SI1,61.4,55.0,1551,5.26,5.29,3.24
26513,0.4,Good,G,VVS1,59.1,61.0,1013,4.86,4.88,2.88
26514,1.02,Very Good,H,SI2,59.7,58.0,4303,6.53,6.57,3.91
26515,0.34,Ideal,G,VVS1,62.5,53.0,895,4.47,4.49,2.8
26516,1.5,Fair,E,SI2,69.6,62.0,7560,6.88,6.79,4.76
26517,0.7,Fair,F,I1,70.8,56.0,992,5.38,5.33,3.79
26518,0.42,Ideal,F,SI1,60.8,54.0,843,4.83,4.94,2.97
26519,1.12,Premium,E,SI2,63.0,61.0,4215,6.66,6.61,4.18
26520,1.32,Very Good,H,SI1,62.8,56.0,7283,6.94,7.0,4.38
26521,0.91,Very Good,H,VS2,63.1,59.0,3853,6.16,6.13,3.88
26522,0.33,Premium,G,VS2,60.6,61.0,743,4.49,4.46,2.71
26523,1.01,Ideal,H,SI1,62.6,55.0,5126,6.41,6.44,4.02
26524,0.41,Premium,E,SI1,61.1,62.0,904,4.83,4.76,2.93
26525,1.21,Very Good,D,SI2,62.4,58.0,6248,6.77,6.83,4.24
26526,0.9,Good,F,VS2,63.1,57.0,4370,6.13,6.16,3.88
26527,0.31,Ideal,E,IF,62.2,53.0,958,4.35,4.4,2.72
26528,0.3,Very Good,E,VS1,63.8,59.0,640,4.21,4.22,2.69
26529,0.9,Very Good,F,SI2,63.4,60.0,3465,6.06,6.09,3.85
26530,0.4,Very Good,E,VS2,62.9,59.0,858,4.7,4.75,2.97
26531,1.58,Ideal,H,SI1,61.4,56.0,10738,7.53,7.46,4.6
26532,0.75,Ideal,D,SI2,61.3,56.0,2773,5.85,5.89,3.6
26533,0.34,Ideal,E,SI1,62.2,54.0,556,4.47,4.5,2.79
26534,1.5,Very Good,J,SI2,58.7,60.0,5902,7.46,7.54,4.4
26535,1.06,Ideal,G,VS1,61.4,56.0,7589,6.55,6.58,4.03
26536,0.5,Ideal,G,VS1,62.0,55.0,1624,5.05,5.11,3.15
26537,0.41,Ideal,G,VS1,61.9,57.0,899,4.76,4.81,2.96
26538,0.52,Very Good,E,VS2,59.2,59.0,1601,5.23,5.27,3.11
26539,0.32,Premium,G,VVS2,61.7,59.0,730,4.37,4.41,2.71
26540,1.03,Ideal,G,VS1,61.3,56.0,7648,6.52,6.5,3.99
26541,1.39,Ideal,D,SI1,61.9,52.0,9519,7.24,7.25,4.48
26542,0.32,Premium,H,SI1,60.9,60.0,591,4.43,4.4,2.69
26543,1.2,Premium,J,SI1,60.0,61.0,4717,6.89,6.84,4.12
26544,2.04,Premium,J,VS2,60.9,59.0,11209,8.25,8.21,5.01
26545,0.72,Ideal,F,SI2,61.7,55.0,2298,5.79,5.75,3.56
26546,0.53,Ideal,G,VS2,60.1,54.0,1607,5.31,5.3,3.19
26547,1.25,Ideal,F,VVS2,61.8,57.0,13623,6.9,6.95,4.28
26548,1.06,Good,F,SI2,62.2,61.0,4357,6.47,6.53,4.04
26549,0.42,Ideal,F,VVS2,61.6,55.0,1069,4.84,4.87,2.99
26550,0.71,Premium,F,SI1,62.7,58.0,2381,5.74,5.68,3.58
26551,0.31,Ideal,D,SI1,61.2,57.0,684,4.38,4.34,2.67
26552,1.23,Premium,H,VVS2,62.8,56.0,8004,6.9,6.82,4.31
26553,0.43,Good,G,VS2,61.8,60.7,891,4.8,4.84,2.99
26554,1.8,Ideal,H,VS1,62.3,56.0,15105,7.79,7.76,4.84
26555,1.51,Ideal,F,VS2,63.0,55.0,14414,7.29,7.24,4.58
26556,1.32,Premium,H,SI1,61.5,61.0,7163,7.05,6.97,4.31
26557,1.51,Very Good,G,VS2,63.3,60.0,12872,7.28,7.2,4.58
26558,0.32,Ideal,D,VS2,61.0,56.0,828,4.41,4.44,2.7
26559,1.5,Ideal,E,SI1,60.4,59.0,12265,7.38,7.43,4.47
26560,1.3,Premium,F,SI1,61.4,59.0,8164,7.01,6.97,4.29
26561,0.9,Fair,D,SI1,66.1,55.0,3945,5.98,5.92,3.93
26562,0.5,Premium,E,SI1,62.4,61.0,1348,5.1,4.98,3.15
26563,0.42,Ideal,G,SI2,62.3,55.0,686,4.8,4.83,3.0
26564,1.12,Ideal,E,VVS2,60.6,57.0,10769,6.77,6.66,4.07
26565,2.01,Fair,E,SI2,65.5,56.0,11156,7.84,7.79,5.12
26566,1.5,Premium,D,SI2,58.7,57.0,9173,7.48,7.42,4.37
26567,1.02,Good,H,SI2,63.1,59.0,4207,6.37,6.43,4.04
26568,0.31,Premium,F,IF,61.6,58.0,874,4.33,4.37,2.68
26569,0.4,Ideal,G,VVS1,61.7,57.0,967,4.75,4.78,2.94
26570,0.51,Premium,F,SI2,61.1,59.0,1227,5.15,5.09,3.13
26571,0.52,Ideal,H,SI1,62.3,54.0,1074,5.15,5.18,3.22
26572,0.55,Ideal,G,SI2,61.6,56.0,1358,5.28,5.31,3.26
26573,0.31,Premium,G,VS2,58.8,62.0,605,4.41,4.4,2.59
26574,1.67,Premium,H,SI1,59.4,61.0,11248,7.78,7.73,4.61
26575,0.71,Very Good,J,SI1,61.0,61.0,1760,5.66,5.71,3.47
26576,0.72,Good,I,VS1,61.8,61.0,2048,5.67,5.72,3.53
26577,0.3,Ideal,G,VVS2,62.7,57.0,878,4.32,4.26,2.69
26578,2.48,Very Good,F,SI2,63.4,56.0,18692,8.64,8.55,5.45
26579,0.72,Ideal,I,VS2,61.8,56.0,2650,5.72,5.77,3.56
26580,0.5,Very Good,H,VS2,61.2,55.0,1411,5.12,5.16,3.15
26581,0.57,Ideal,G,VS2,61.8,56.0,1728,5.35,5.3,3.29
26582,0.41,Premium,G,VS2,59.2,58.0,827,4.8,4.83,2.85
26583,0.56,Very Good,E,SI2,63.5,57.0,1259,5.24,5.21,3.32
26584,0.56,Very Good,F,VS1,62.0,59.0,1712,5.3,5.34,3.3
26585,0.51,Very Good,G,VS2,63.4,55.0,1443,5.06,5.03,3.2
26586,0.36,Premium,E,VS2,60.3,59.0,1013,4.64,4.58,2.78
26587,1.01,Ideal,I,VS1,62.8,57.0,3991,6.42,6.38,4.02
26588,0.41,Ideal,G,VS1,61.6,57.0,899,4.74,4.77,2.93
26589,1.21,Very Good,I,SI2,62.0,56.0,5111,6.79,6.86,4.23
26590,0.83,Ideal,F,VS2,61.6,58.0,3841,6.04,6.07,3.73
26591,0.71,Very Good,J,SI2,60.9,55.0,1986,5.76,5.87,3.54
26592,1.08,Ideal,G,VS2,61.3,56.0,6706,6.62,6.59,4.05
26593,1.0,Good,E,VS1,60.0,65.0,7190,6.48,6.43,3.87
26594,1.0,Premium,H,VS2,62.6,59.0,5320,6.37,6.31,3.97
26595,2.75,Ideal,D,I1,60.9,57.0,13156,9.04,8.98,5.49
26596,2.04,Premium,J,VS2,63.0,58.0,13734,8.02,7.99,5.04
26597,0.51,Ideal,G,VS1,60.9,56.0,1708,5.16,5.19,3.15
26598,1.1,Ideal,G,VS1,61.3,56.0,8775,6.65,6.69,4.09
26599,0.75,Good,D,SI2,57.6,56.0,2933,5.98,6.07,3.47
26600,0.75,Ideal,J,SI1,61.5,56.0,2850,5.83,5.87,3.6
26601,2.19,Ideal,I,SI2,62.4,56.0,16147,8.26,8.3,5.17
26602,0.3,Ideal,E,VVS2,60.2,57.0,1013,4.4,4.37,2.64
26603,1.01,Ideal,G,VS2,61.8,56.0,5999,6.42,6.45,3.98
26604,0.45,Ideal,G,IF,62.8,53.0,1377,4.92,4.95,3.1
26605,1.0,Premium,E,SI1,61.0,61.0,4805,6.45,6.4,3.92
26606,0.81,Fair,F,SI2,65.7,57.0,2031,5.8,5.75,3.79
26607,0.71,Very Good,J,SI1,59.7,57.0,1979,5.84,5.88,3.5
26608,1.42,Ideal,G,VS2,62.6,57.0,10735,7.19,7.15,4.49
26609,0.23,Ideal,E,VS2,61.7,55.0,548,3.98,4.0,2.46
26610,0.9,Very Good,D,SI1,61.7,60.0,4466,6.14,6.17,3.8
26611,0.32,Ideal,F,VS1,61.0,54.0,716,4.42,4.44,2.7
26612,0.57,Premium,G,VS1,60.2,57.0,1819,5.42,5.37,3.25
26613,0.52,Ideal,D,SI1,62.2,54.0,1429,5.14,5.18,3.21
26614,1.02,Ideal,D,VS1,62.7,55.0,7118,6.49,6.4,4.04
26615,0.34,Premium,G,SI1,60.8,59.0,650,4.56,4.46,2.74
26616,1.21,Ideal,G,VS2,61.1,57.0,7996,6.95,6.85,4.22
26617,1.53,Premium,H,SI2,61.5,60.0,6512,7.46,7.39,4.56
26618,1.22,Good,G,VS2,59.9,61.0,8533,6.88,6.91,4.13
26619,0.81,Ideal,F,VS1,62.3,55.0,4412,5.97,6.0,3.73
26620,0.3,Premium,G,VVS2,62.8,60.0,878,4.28,4.25,2.68
26621,1.51,Premium,E,SI1,63.0,58.0,11873,7.33,7.27,4.6
26622,0.3,Very Good,D,VS1,63.5,55.0,697,4.24,4.29,2.71
26623,1.54,Ideal,I,SI2,60.3,59.0,8092,7.43,7.46,4.49
26624,1.01,Very Good,E,VVS2,63.3,55.0,9140,6.41,6.36,4.04
26625,0.9,Very Good,D,SI2,62.5,58.0,3798,6.12,6.16,3.84
26626,0.51,Ideal,D,VS2,62.7,55.0,1787,5.09,5.12,3.2
26627,0.4,Ideal,D,VS2,61.3,57.0,982,4.75,4.77,2.92
26628,0.32,Ideal,I,VS2,61.3,56.0,576,4.43,4.38,2.7
26629,0.65,Very Good,F,SI1,60.0,63.0,1814,5.62,5.54,3.35
26630,0.38,Ideal,D,VS2,61.8,56.0,1013,4.65,4.67,2.88
26631,1.52,Fair,H,SI2,64.9,58.0,7388,7.23,7.19,4.68
26632,0.59,Ideal,E,SI1,61.1,56.0,1790,5.38,5.44,3.31
26633,1.01,Premium,E,SI2,59.6,61.0,4434,6.59,6.56,3.92
26634,0.32,Premium,D,SI1,61.5,59.0,756,4.42,4.39,2.71
26635,0.36,Premium,E,VS2,61.8,58.0,1013,4.57,4.52,2.81
26636,1.02,Premium,G,VS2,62.7,58.0,5407,6.44,6.36,4.01
26637,0.33,Premium,I,VS2,62.6,58.0,594,4.42,4.34,2.74
26638,1.08,Ideal,G,VS2,61.8,55.0,6931,6.57,6.63,4.08
26639,0.31,Ideal,J,SI1,61.3,56.0,418,4.37,4.4,2.69
26640,0.9,Premium,D,SI1,61.5,60.0,4427,6.19,6.17,3.8
26641,1.09,Ideal,H,SI1,61.1,57.0,5125,6.6,6.69,4.1
26642,0.52,Very Good,G,VS1,61.1,58.0,1689,5.16,5.19,3.16
26643,1.01,Premium,D,VVS2,60.2,58.0,10147,6.57,6.51,3.94
26644,0.61,Very Good,E,SI1,60.1,59.0,1721,5.48,5.51,3.3
26645,1.52,Fair,J,VS1,65.4,58.0,7186,7.22,7.17,4.7
26646,0.3,Very Good,G,VS1,62.9,60.0,605,4.18,4.22,2.64
26647,0.4,Good,E,SI1,63.7,56.0,882,4.69,4.66,2.98
26648,1.23,Very Good,H,SI1,62.5,56.0,7313,6.79,6.82,4.25
26649,0.43,Ideal,G,SI1,61.8,55.0,795,4.85,4.89,3.01
26650,1.55,Ideal,J,SI1,61.7,54.0,7987,7.42,7.55,4.62
26651,1.19,Ideal,H,SI2,62.0,57.0,4914,6.77,6.81,4.21
26652,1.31,Very Good,I,SI2,60.8,57.0,5582,7.06,7.12,4.31
26653,1.26,Ideal,G,VS2,61.5,57.0,5792,6.94,6.89,4.25
26654,1.51,Premium,H,VS2,60.2,60.0,10951,7.5,7.38,4.48
26655,0.9,Very Good,H,SI1,62.3,63.0,3387,6.13,6.06,3.8
26656,0.53,Ideal,H,VS1,62.1,56.0,1607,5.21,5.19,3.23
26657,0.31,Ideal,E,VVS2,61.7,56.0,1046,4.36,4.33,2.68
26658,0.76,Premium,F,SI1,62.0,60.0,2706,5.88,5.76,3.61
26659,1.18,Very Good,F,VVS2,60.1,58.0,11430,6.88,6.92,4.15
26660,0.41,Good,E,SI2,63.2,58.0,638,4.68,4.72,2.97
26661,1.21,Ideal,J,VS2,62.5,57.0,5707,6.79,6.74,4.23
26662,1.3,Very Good,I,VS1,62.1,59.0,7333,6.97,7.01,4.34
26663,0.59,Good,F,VS1,60.5,61.0,1861,5.43,5.5,3.31
26664,1.37,Premium,H,VS1,62.9,58.0,8669,7.12,7.07,4.46
26665,1.2,Premium,F,VS2,62.8,59.0,8964,6.78,6.69,4.23
26666,0.4,Good,J,VS2,64.0,57.0,591,4.67,4.7,3.0
26667,0.63,Very Good,G,VS1,61.5,56.0,1960,5.53,5.49,3.39
26668,0.23,Very Good,E,VVS2,60.6,60.0,505,3.93,3.99,2.4
26669,0.35,Ideal,D,SI2,62.4,57.0,625,4.5,4.47,2.8
26670,1.03,Ideal,I,SI1,62.2,54.0,4782,6.46,6.5,4.03
